index;timestamp;channel;message;meta
0;0.0;/nowhere/trigger;0.0,5.0,2.5;0.04822321204515312,0.6407640606375847,0.5376823344912198,0.4372626488670044,0.6851015672247193,0.718455268274122,0.05881768622441352,0.29918616139129783,0.4198036521034535,0.4406167159558495,0.34534101799550276,0.3747471168393247,0.6640299047710435,0.5909651916380396,0.17125278901751728,0.6846371600824204,1.0,0.47182121182464565,0.6130739465669934,0.30648219796239706,0.14497707546747807,0.3685412740536973,0.5243667870614876,0.545586325138846,0.7285274915893258,0.62283364517619,0.575396757544836,0.5256341150978014,0.3918023928250399,0.08442427380517847,0.0,0.07456727047991552,0.24366085391523096,0.39444198921590234,0.09933753404972645,0.3749671335633368,0.5773551396951061,0.4066427129578879,0.21145468800454514,0.08963851955550117,0.5338168782573517
1;0.0;/nowhere/tick;RED,1;null
2;0.0;/nowhere/tick;RED,0;null
3;0.0;/nowhere/tick;WHITE,0;null
4;0.0;/nowhere/tick;RED,0;null
5;0.0;/nowhere/tick;WHITE,0;null
6;0.016666666666666666;/nowhere/tick;WHITE,0;null
7;0.016666666666666666;/nowhere/tick;RED,0;null
8;0.016666666666666666;/nowhere/tick;WHITE,0;null
9;0.016666666666666666;/nowhere/tick;RED,0;null
10;0.016666666666666666;/nowhere/tick;WHITE,0;null
11;0.03333333333333333;/nowhere/tick;WHITE,0;null
12;0.03333333333333333;/nowhere/tick;RED,0;null
13;0.03333333333333333;/nowhere/tick;WHITE,0;null
14;0.03333333333333333;/nowhere/tick;RED,0;null
15;0.03333333333333333;/nowhere/tick;WHITE,0;null
16;0.05;/nowhere/tick;WHITE,0;null
17;0.05;/nowhere/tick;RED,0;null
18;0.05;/nowhere/tick;WHITE,0;null
19;0.05;/nowhere/tick;RED,0;null
20;0.05;/nowhere/tick;WHITE,0;null
21;0.06666666666666667;/nowhere/tick;WHITE,0;null
22;0.06666666666666667;/nowhere/tick;RED,0;null
23;0.06666666666666667;/nowhere/tick;WHITE,0;null
24;0.06666666666666667;/nowhere/tick;RED,0;null
25;0.06666666666666667;/nowhere/tick;WHITE,0;null
26;0.08333333333333333;/nowhere/tick;WHITE,0;null
27;0.08333333333333333;/nowhere/tick;RED,0;null
28;0.08333333333333333;/nowhere/tick;WHITE,0;null
29;0.08333333333333333;/nowhere/tick;RED,0;null
30;0.08333333333333333;/nowhere/tick;WHITE,0;null
31;0.1;/nowhere/tick;WHITE,0;null
32;0.1;/nowhere/tick;RED,0;null
33;0.1;/nowhere/tick;WHITE,0;null
34;0.1;/nowhere/tick;RED,0;null
35;0.1;/nowhere/tick;WHITE,0;null
36;0.11666666666666667;/nowhere/tick;WHITE,0;null
37;0.11666666666666667;/nowhere/tick;RED,0;null
38;0.11666666666666667;/nowhere/tick;WHITE,0;null
39;0.11666666666666667;/nowhere/tick;RED,0;null
40;0.11666666666666667;/nowhere/tick;WHITE,0;null
41;0.13333333333333333;/nowhere/tick;WHITE,0;null
42;0.13333333333333333;/nowhere/tick;RED,0;null
43;0.13333333333333333;/nowhere/tick;WHITE,0;null
44;0.13333333333333333;/nowhere/tick;RED,0;null
45;0.13333333333333333;/nowhere/tick;WHITE,0;null
46;0.15;/nowhere/tick;WHITE,0;null
47;0.15;/nowhere/tick;RED,0;null
48;0.15;/nowhere/tick;WHITE,0;null
49;0.15;/nowhere/tick;RED,0;null
50;0.15;/nowhere/tick;WHITE,0;null
51;0.16666666666666666;/nowhere/tick;WHITE,0;null
52;0.16666666666666666;/nowhere/tick;RED,0;null
53;0.16666666666666666;/nowhere/tick;WHITE,0;null
54;0.16666666666666666;/nowhere/tick;RED,0;null
55;0.16666666666666666;/nowhere/tick;WHITE,0;null
56;0.18333333333333332;/nowhere/tick;WHITE,0;null
57;0.18333333333333332;/nowhere/tick;RED,0;null
58;0.18333333333333332;/nowhere/tick;WHITE,0;null
59;0.18333333333333332;/nowhere/tick;RED,0;null
60;0.18333333333333332;/nowhere/tick;WHITE,0;null
61;0.2;/nowhere/tick;WHITE,0;null
62;0.2;/nowhere/tick;RED,0;null
63;0.2;/nowhere/tick;WHITE,0;null
64;0.2;/nowhere/tick;RED,0;null
65;0.2;/nowhere/tick;WHITE,0;null
66;0.21666666666666667;/nowhere/tick;WHITE,0;null
67;0.21666666666666667;/nowhere/tick;RED,0;null
68;0.21666666666666667;/nowhere/tick;WHITE,0;null
69;0.21666666666666667;/nowhere/tick;RED,0;null
70;0.21666666666666667;/nowhere/tick;WHITE,0;null
71;0.23333333333333334;/nowhere/tick;WHITE,0;null
72;0.23333333333333334;/nowhere/tick;RED,0;null
73;0.23333333333333334;/nowhere/tick;WHITE,0;null
74;0.23333333333333334;/nowhere/tick;RED,0;null
75;0.23333333333333334;/nowhere/tick;WHITE,0;null
76;0.25;/nowhere/tick;WHITE,0;null
77;0.25;/nowhere/tick;RED,0;null
78;0.25;/nowhere/tick;WHITE,0;null
79;0.25;/nowhere/tick;RED,0;null
80;0.25;/nowhere/tick;WHITE,0;null
81;0.26666666666666666;/nowhere/tick;WHITE,0;null
82;0.26666666666666666;/nowhere/tick;RED,0;null
83;0.26666666666666666;/nowhere/tick;WHITE,0;null
84;0.26666666666666666;/nowhere/tick;RED,0;null
85;0.26666666666666666;/nowhere/tick;WHITE,0;null
86;0.2833333333333333;/nowhere/tick;WHITE,0;null
87;0.2833333333333333;/nowhere/tick;RED,0;null
88;0.2833333333333333;/nowhere/tick;WHITE,0;null
89;0.2833333333333333;/nowhere/tick;RED,0;null
90;0.2833333333333333;/nowhere/tick;WHITE,0;null
91;0.3;/nowhere/tick;WHITE,0;null
92;0.3;/nowhere/tick;RED,0;null
93;0.3;/nowhere/tick;WHITE,0;null
94;0.3;/nowhere/tick;RED,0;null
95;0.3;/nowhere/tick;WHITE,0;null
96;0.31666666666666665;/nowhere/tick;WHITE,0;null
97;0.31666666666666665;/nowhere/tick;RED,0;null
98;0.31666666666666665;/nowhere/tick;WHITE,0;null
99;0.31666666666666665;/nowhere/tick;RED,0;null
100;0.31666666666666665;/nowhere/tick;WHITE,0;null
101;0.3333333333333333;/nowhere/tick;WHITE,0;null
102;0.3333333333333333;/nowhere/tick;RED,0;null
103;0.3333333333333333;/nowhere/tick;WHITE,0;null
104;0.3333333333333333;/nowhere/tick;RED,0;null
105;0.3333333333333333;/nowhere/tick;WHITE,0;null
106;0.35;/nowhere/tick;WHITE,0;null
107;0.35;/nowhere/tick;RED,0;null
108;0.35;/nowhere/tick;WHITE,0;null
109;0.35;/nowhere/tick;RED,0;null
110;0.35;/nowhere/tick;WHITE,0;null
111;0.36666666666666664;/nowhere/tick;WHITE,0;null
112;0.36666666666666664;/nowhere/tick;RED,0;null
113;0.36666666666666664;/nowhere/tick;WHITE,0;null
114;0.36666666666666664;/nowhere/tick;RED,0;null
115;0.36666666666666664;/nowhere/tick;WHITE,0;null
116;0.38333333333333336;/nowhere/tick;WHITE,0;null
117;0.38333333333333336;/nowhere/tick;RED,0;null
118;0.38333333333333336;/nowhere/tick;WHITE,0;null
119;0.38333333333333336;/nowhere/tick;RED,0;null
120;0.38333333333333336;/nowhere/tick;WHITE,0;null
121;0.4;/nowhere/tick;WHITE,0;null
122;0.4;/nowhere/tick;RED,0;null
123;0.4;/nowhere/tick;WHITE,0;null
124;0.4;/nowhere/tick;RED,0;null
125;0.4;/nowhere/tick;WHITE,0;null
126;0.4166666666666667;/nowhere/tick;WHITE,0;null
127;0.4166666666666667;/nowhere/tick;RED,0;null
128;0.4166666666666667;/nowhere/tick;WHITE,0;null
129;0.4166666666666667;/nowhere/tick;RED,0;null
130;0.4166666666666667;/nowhere/tick;WHITE,0;null
131;0.43333333333333335;/nowhere/tick;WHITE,0;null
132;0.43333333333333335;/nowhere/tick;RED,0;null
133;0.43333333333333335;/nowhere/tick;WHITE,0;null
134;0.43333333333333335;/nowhere/tick;RED,0;null
135;0.43333333333333335;/nowhere/tick;WHITE,0;null
136;0.45;/nowhere/tick;WHITE,0;null
137;0.45;/nowhere/tick;RED,0;null
138;0.45;/nowhere/tick;WHITE,0;null
139;0.45;/nowhere/tick;RED,0;null
140;0.45;/nowhere/tick;WHITE,0;null
141;0.4666666666666667;/nowhere/tick;WHITE,0;null
142;0.4666666666666667;/nowhere/tick;RED,0;null
143;0.4666666666666667;/nowhere/tick;WHITE,0;null
144;0.4666666666666667;/nowhere/tick;RED,0;null
145;0.4666666666666667;/nowhere/tick;WHITE,0;null
146;0.48333333333333334;/nowhere/tick;WHITE,0;null
147;0.48333333333333334;/nowhere/tick;RED,0;null
148;0.48333333333333334;/nowhere/tick;WHITE,0;null
149;0.48333333333333334;/nowhere/tick;RED,0;null
150;0.48333333333333334;/nowhere/tick;WHITE,0;null
151;0.5;/nowhere/tick;WHITE,0;null
152;0.5;/nowhere/tick;RED,0;null
153;0.5;/nowhere/tick;WHITE,0;null
154;0.5;/nowhere/tick;RED,0;null
155;0.5;/nowhere/tick;WHITE,0;null
156;0.5166666666666667;/nowhere/tick;WHITE,0;null
157;0.5166666666666667;/nowhere/tick;RED,0;null
158;0.5166666666666667;/nowhere/tick;WHITE,0;null
159;0.5166666666666667;/nowhere/tick;RED,0;null
160;0.5166666666666667;/nowhere/tick;WHITE,0;null
161;0.5333333333333333;/nowhere/tick;WHITE,0;null
162;0.5333333333333333;/nowhere/tick;RED,0;null
163;0.5333333333333333;/nowhere/tick;WHITE,0;null
164;0.5333333333333333;/nowhere/tick;RED,0;null
165;0.5333333333333333;/nowhere/tick;WHITE,0;null
166;0.55;/nowhere/tick;WHITE,0;null
167;0.55;/nowhere/tick;RED,0;null
168;0.55;/nowhere/tick;WHITE,0;null
169;0.55;/nowhere/tick;RED,0;null
170;0.55;/nowhere/tick;WHITE,0;null
171;0.5666666666666667;/nowhere/tick;WHITE,1;null
172;0.5666666666666667;/nowhere/tick;RED,1;null
173;0.5666666666666667;/nowhere/tick;RED,0;null
174;0.5666666666666667;/nowhere/tick;WHITE,0;null
175;0.5666666666666667;/nowhere/tick;RED,0;null
176;0.5833333333333334;/nowhere/tick;WHITE,1;null
177;0.5833333333333334;/nowhere/tick;RED,1;null
178;0.5833333333333334;/nowhere/tick;WHITE,1;null
179;0.5833333333333334;/nowhere/tick;RED,1;null
180;0.5833333333333334;/nowhere/tick;WHITE,1;null
181;0.6;/nowhere/tick;WHITE,1;null
182;0.6;/nowhere/tick;RED,1;null
183;0.6;/nowhere/tick;WHITE,1;null
184;0.6;/nowhere/tick;RED,1;null
185;0.6;/nowhere/tick;WHITE,1;null
186;0.6166666666666667;/nowhere/tick;WHITE,1;null
187;0.6166666666666667;/nowhere/tick;RED,1;null
188;0.6166666666666667;/nowhere/tick;WHITE,1;null
189;0.6166666666666667;/nowhere/tick;RED,1;null
190;0.6166666666666667;/nowhere/tick;WHITE,1;null
191;0.6333333333333333;/nowhere/tick;WHITE,1;null
192;0.6333333333333333;/nowhere/tick;RED,1;null
193;0.6333333333333333;/nowhere/tick;WHITE,1;null
194;0.6333333333333333;/nowhere/tick;RED,1;null
195;0.6333333333333333;/nowhere/tick;WHITE,1;null
196;0.65;/nowhere/tick;WHITE,1;null
197;0.65;/nowhere/tick;RED,1;null
198;0.65;/nowhere/tick;WHITE,1;null
199;0.65;/nowhere/tick;RED,1;null
200;0.65;/nowhere/tick;WHITE,1;null
201;0.6666666666666666;/nowhere/tick;WHITE,1;null
202;0.6666666666666666;/nowhere/tick;RED,1;null
203;0.6666666666666666;/nowhere/tick;WHITE,1;null
204;0.6666666666666666;/nowhere/tick;RED,1;null
205;0.6666666666666666;/nowhere/tick;WHITE,1;null
206;1.85;/nowhere/collection_change;0.0;null
207;4.35;/nowhere/tick;RED,0;null
208;4.85;/nowhere/tick;WHITE,1;null
209;4.85;/nowhere/tick;RED,1;null
210;4.85;/nowhere/tick;WHITE,1;null
211;4.85;/nowhere/tick;RED,1;null
212;4.85;/nowhere/tick;WHITE,1;null
213;4.866666666666666;/nowhere/tick;WHITE,1;null
214;4.866666666666666;/nowhere/tick;RED,1;null
215;4.866666666666666;/nowhere/tick;WHITE,1;null
216;4.866666666666666;/nowhere/tick;RED,1;null
217;4.866666666666666;/nowhere/tick;WHITE,1;null
218;4.883333333333334;/nowhere/tick;WHITE,1;null
219;4.883333333333334;/nowhere/tick;RED,1;null
220;4.883333333333334;/nowhere/tick;WHITE,1;null
221;4.883333333333334;/nowhere/tick;RED,1;null
222;4.883333333333334;/nowhere/tick;WHITE,1;null
223;4.9;/nowhere/tick;WHITE,1;null
224;4.9;/nowhere/tick;RED,1;null
225;4.9;/nowhere/tick;WHITE,1;null
226;4.9;/nowhere/tick;RED,1;null
227;4.9;/nowhere/tick;WHITE,1;null
228;4.916666666666667;/nowhere/tick;WHITE,1;null
229;4.916666666666667;/nowhere/tick;RED,1;null
230;4.916666666666667;/nowhere/tick;WHITE,1;null
231;4.916666666666667;/nowhere/tick;RED,1;null
232;4.916666666666667;/nowhere/tick;WHITE,1;null
233;4.933333333333334;/nowhere/tick;WHITE,1;null
234;4.933333333333334;/nowhere/tick;RED,1;null
235;4.933333333333334;/nowhere/tick;WHITE,1;null
236;4.933333333333334;/nowhere/tick;RED,1;null
237;4.933333333333334;/nowhere/tick;WHITE,1;null
238;4.95;/nowhere/tick;WHITE,1;null
239;4.95;/nowhere/tick;RED,1;null
240;4.95;/nowhere/tick;WHITE,1;null
241;4.95;/nowhere/tick;RED,1;null
242;4.95;/nowhere/tick;WHITE,1;null
243;4.966666666666667;/nowhere/tick;WHITE,1;null
244;4.966666666666667;/nowhere/tick;RED,1;null
245;4.966666666666667;/nowhere/tick;WHITE,1;null
246;4.966666666666667;/nowhere/tick;RED,1;null
247;4.966666666666667;/nowhere/tick;WHITE,1;null
248;4.983333333333333;/nowhere/tick;WHITE,1;null
249;4.983333333333333;/nowhere/tick;RED,1;null
250;4.983333333333333;/nowhere/tick;WHITE,1;null
251;4.983333333333333;/nowhere/tick;RED,1;null
252;4.983333333333333;/nowhere/tick;WHITE,1;null
253;5.0;/nowhere/tick;WHITE,1;null
254;5.0;/nowhere/tick;RED,1;null
255;5.0;/nowhere/tick;WHITE,1;null
256;5.0;/nowhere/tick;RED,1;null
257;5.0;/nowhere/tick;WHITE,1;null
258;5.016666666666667;/nowhere/tick;WHITE,1;null
259;5.016666666666667;/nowhere/tick;RED,1;null
260;5.016666666666667;/nowhere/tick;WHITE,1;null
261;5.016666666666667;/nowhere/tick;RED,1;null
262;5.016666666666667;/nowhere/tick;WHITE,1;null
263;5.033333333333333;/nowhere/tick;WHITE,1;null
264;5.033333333333333;/nowhere/tick;RED,1;null
265;5.033333333333333;/nowhere/tick;WHITE,1;null
266;5.033333333333333;/nowhere/tick;RED,1;null
267;5.033333333333333;/nowhere/tick;WHITE,1;null
268;5.05;/nowhere/tick;WHITE,1;null
269;5.05;/nowhere/tick;RED,1;null
